qid,system,hop_count,qtype,precision,recall,f1,exact,n_pred,n_match,retr_recall,ctx_words,answer,reader,is_err
Q089,rag_bm25,4,gene_to_disease,1.0,1.0,1.0,1.0,3,3,1.0,853,"Head And Neck Squamous Cell Carcinoma, Colorectal Cancer, Lung Non-small Cell Carcinoma",qwen3-coder-next,False
Q089,rag_hybrid,4,gene_to_disease,1.0,1.0,1.0,1.0,3,3,1.0,946,"Head And Neck Squamous Cell Carcinoma, Lung Non-small Cell Carcinoma, Colorectal Cancer",qwen3-coder-next,False
Q090,graphrag,4,gene_to_disease,1.0,1.0,1.0,1.0,1,1,1.0,11,Chronic Lymphocytic Leukemia,qwen3-coder-next,False
Q090,rag_dense,4,gene_to_disease,0.0,0.0,0.0,0.0,0,0,0.0,979,NON DETERMINABILE,qwen3-coder-next,False
Q090,rag_bm25,4,gene_to_disease,1.0,1.0,1.0,1.0,1,1,1.0,893,Chronic Lymphocytic Leukemia,qwen3-coder-next,False
Q090,rag_hybrid,4,gene_to_disease,1.0,1.0,1.0,1.0,1,1,1.0,983,Chronic Lymphocytic Leukemia,qwen3-coder-next,False
Q091,graphrag,4,gene_to_disease,1.0,1.0,1.0,1.0,1,1,1.0,10,Breast Cancer,qwen3-coder-next,False
Q091,rag_dense,4,gene_to_disease,0.0,0.0,0.0,0.0,0,0,0.0,965,NON DETERMINABILE,qwen3-coder-next,False
Q091,rag_bm25,4,gene_to_disease,1.0,1.0,1.0,1.0,1,1,1.0,880,Breast Cancer,qwen3-coder-next,False
Q091,rag_hybrid,4,gene_to_disease,1.0,1.0,1.0,1.0,1,1,1.0,993,Breast Cancer,qwen3-coder-next,False
Q092,graphrag,4,gene_to_disease,1.0,1.0,1.0,1.0,4,4,1.0,40,"Pancreatic Adenocarcinoma, Colorectal Cancer, Sarcoma, Renal Cell Carcinoma",qwen3-coder-next,False
Q092,rag_dense,4,gene_to_disease,0.0,0.0,0.0,0.0,0,0,0.0,901,NON DETERMINABILE,qwen3-coder-next,False
Q092,rag_bm25,4,gene_to_disease,0.8,1.0,0.888888888888889,1.0,5,4,1.0,908,"Colorectal Cancer, Renal Cell Carcinoma, Pancreatic Adenocarcinoma, Sarcoma, Renal Carcinoma",qwen3-coder-next,False
Q092,rag_hybrid,4,gene_to_disease,1.0,1.0,1.0,1.0,4,4,1.0,935,"Colorectal Cancer, Renal Cell Carcinoma, Sarcoma, Pancreatic Adenocarcinoma",qwen3-coder-next,False
Q093,graphrag,4,gene_to_disease,1.0,1.0,1.0,1.0,2,2,1.0,19,"Sarcoma, Ovarian Cancer",qwen3-coder-next,False
Q093,rag_dense,4,gene_to_disease,0.0,0.0,0.0,0.0,0,0,0.0,965,NON DETERMINABILE,qwen3-coder-next,False
Q093,rag_bm25,4,gene_to_disease,1.0,1.0,1.0,1.0,2,2,1.0,883,"Ovarian Cancer, Sarcoma",qwen3-coder-next,False
Q093,rag_hybrid,4,gene_to_disease,1.0,0.5,0.6666666666666666,0.0,1,1,0.5,1009,Ovarian Cancer,qwen3-coder-next,False
Q094,graphrag,4,gene_to_disease,1.0,1.0,1.0,1.0,3,3,1.0,30,"Breast Cancer, Lung Adenocarcinoma, Solid Tumor",qwen3-coder-next,False
Q094,rag_dense,4,gene_to_disease,0.0,0.0,0.0,0.0,0,0,0.0,959,NON DETERMINABILE,qwen3-coder-next,False
Q094,rag_bm25,4,gene_to_disease,1.0,1.0,1.0,1.0,3,3,1.0,899,"Breast Cancer, Lung Adenocarcinoma, Solid Tumor",qwen3-coder-next,False
Q094,rag_hybrid,4,gene_to_disease,1.0,1.0,1.0,1.0,3,3,1.0,954,"Breast Cancer, Lung Adenocarcinoma, Solid Tumor",qwen3-coder-next,False
Q095,graphrag,4,gene_to_disease,1.0,1.0,1.0,1.0,1,1,1.0,10,Lynch Syndrome,qwen3-coder-next,False
Q095,rag_dense,4,gene_to_disease,0.0,0.0,0.0,0.0,0,0,0.0,1014,NON DETERMINABILE,qwen3-coder-next,False
Q095,rag_bm25,4,gene_to_disease,0.5,1.0,0.6666666666666666,1.0,2,1,1.0,899,"Lynch Syndrome, Colorectal Cancer",qwen3-coder-next,False
Q095,rag_hybrid,4,gene_to_disease,1.0,1.0,1.0,1.0,1,1,1.0,1013,Lynch Syndrome,qwen3-coder-next,False
Q096,graphrag,4,gene_to_disease,1.0,1.0,1.0,1.0,1,1,1.0,10,Colorectal Cancer,qwen3-coder-next,False
Q096,rag_dense,4,gene_to_disease,0.0,0.0,0.0,0.0,0,0,0.0,977,NON DETERMINABILE,qwen3-coder-next,False
Q096,rag_bm25,4,gene_to_disease,1.0,1.0,1.0,1.0,1,1,1.0,900,Colorectal Cancer,qwen3-coder-next,False
Q096,rag_hybrid,4,gene_to_disease,1.0,1.0,1.0,1.0,1,1,1.0,973,Colorectal Cancer,qwen3-coder-next,False
Q097,graphrag,4,gene_to_disease,1.0,1.0,1.0,1.0,1,1,1.0,10,Prostate Cancer,qwen3-coder-next,False
Q097,rag_dense,4,gene_to_disease,0.0,0.0,0.0,0.0,0,0,0.0,1013,NON DETERMINABILE,qwen3-coder-next,False
Q097,rag_bm25,4,gene_to_disease,1.0,1.0,1.0,1.0,1,1,1.0,885,Prostate Cancer,qwen3-coder-next,False
Q097,rag_hybrid,4,gene_to_disease,1.0,1.0,1.0,1.0,1,1,1.0,1017,Prostate Cancer,qwen3-coder-next,False
Q098,graphrag,4,gene_to_disease,1.0,1.0,1.0,1.0,1,1,1.0,9,Meningioma,qwen3-coder-next,False
Q098,rag_dense,4,gene_to_disease,0.0,0.0,0.0,0.0,0,0,0.0,908,NON DETERMINABILE,qwen3-coder-next,False
Q098,rag_bm25,4,gene_to_disease,1.0,1.0,1.0,1.0,1,1,1.0,885,Meningioma,qwen3-coder-next,False
Q098,rag_hybrid,4,gene_to_disease,1.0,1.0,1.0,1.0,1,1,1.0,889,Meningioma,qwen3-coder-next,False
Q099,graphrag,4,gene_to_disease,1.0,1.0,1.0,1.0,2,2,1.0,20,"Acute Myeloid Leukemia, Myelofibrosis",qwen3-coder-next,False
Q099,rag_dense,4,gene_to_disease,1.0,1.0,1.0,1.0,2,2,1.0,978,"Acute Myeloid Leukemia, Myelofibrosis",qwen3-coder-next,False
Q099,rag_bm25,4,gene_to_disease,0.6666666666666666,1.0,0.8,1.0,3,2,1.0,867,"Acute Myeloid Leukemia, Myelofibrosis, Systemic Mastocytosis",qwen3-coder-next,False
Q099,rag_hybrid,4,gene_to_disease,1.0,1.0,1.0,1.0,2,2,1.0,921,"Acute Myeloid Leukemia, Myelofibrosis",qwen3-coder-next,False
Q100,graphrag,4,gene_to_disease,1.0,1.0,1.0,1.0,1,1,1.0,12,Lung Non-small Cell Carcinoma,qwen3-coder-next,False
Q100,rag_dense,4,gene_to_disease,0.0,0.0,0.0,0.0,0,0,0.0,990,NON DETERMINABILE,qwen3-coder-next,False
Q100,rag_bm25,4,gene_to_disease,0.1428571428571428,1.0,0.25,1.0,7,1,1.0,907,"Lung Non-small Cell Carcinoma, Breast Cancer, Melanoma, Gastrointestinal Stromal Tumor, Polycythemia Vera, Stomach Cancer, Myelodysplastic Syndrome",qwen3-coder-next,False
Q100,rag_hybrid,4,gene_to_disease,1.0,1.0,1.0,1.0,1,1,1.0,977,Lung Non-small Cell Carcinoma,qwen3-coder-next,False
Q101,graphrag,4,gene_to_disease,1.0,1.0,1.0,1.0,2,2,1.0,22,"Lung Non-small Cell Carcinoma, Lung Adenocarcinoma",qwen3-coder-next,False
Q101,rag_dense,4,gene_to_disease,0.0,0.0,0.0,0.0,0,0,0.0,995,NON DETERMINABILE,qwen3-coder-next,False
Q101,rag_bm25,4,gene_to_disease,1.0,1.0,1.0,1.0,2,2,1.0,815,"Lung Adenocarcinoma, Lung Non-small Cell Carcinoma",qwen3-coder-next,False
Q101,rag_hybrid,4,gene_to_disease,0.6666666666666666,1.0,0.8,1.0,3,2,1.0,869,"Lung Non-small Cell Carcinoma, Lung Adenocarcinoma, Colorectal Adenocarcinoma",qwen3-coder-next,False
Q102,graphrag,4,gene_to_drug,1.0,1.0,1.0,1.0,5,5,1.0,61,"CISPLATIN, FLUOROURACIL, ALISERTIB, PACLITAXEL, PLATINUM COMPOUND",qwen3-coder-next,False
Q102,rag_dense,4,gene_to_drug,0.0,0.0,0.0,0.0,0,0,0.2,980,NON DETERMINABILE,qwen3-coder-next,False
Q102,rag_bm25,4,gene_to_drug,1.0,1.0,1.0,1.0,5,5,1.0,869,"PLATINUM COMPOUND, CISPLATIN, FLUOROURACIL, ALISERTIB, PACLITAXEL",qwen3-coder-next,False
Q102,rag_hybrid,4,gene_to_drug,1.0,1.0,1.0,1.0,5,5,1.0,944,"PLATINUM COMPOUND, PACLITAXEL, CISPLATIN, FLUOROURACIL, ALISERTIB",qwen3-coder-next,False
Q103,graphrag,4,gene_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,12,OLAPARIB,qwen3-coder-next,False
Q103,rag_dense,4,gene_to_drug,0.0909090909090909,1.0,0.1666666666666666,1.0,11,1,1.0,981,"AFT-II, APITOLISIB, ATX-II, BATRACHOTOXIN, BC-III, GNE-616, OLAPARIB, PF‐06526290, SAXITOXIN, TETRODOTOXIN, VERATRIDINE",qwen3-coder-next,False
Q103,rag_bm25,4,gene_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,864,OLAPARIB,qwen3-coder-next,False
Q103,rag_hybrid,4,gene_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,959,OLAPARIB,qwen3-coder-next,False
Q104,graphrag,4,gene_to_drug,1.0,1.0,1.0,1.0,4,4,1.0,48,"CRENOLANIB, IMATINIB, SUNITINIB, PONATINIB",qwen3-coder-next,False
Q104,rag_dense,4,gene_to_drug,0.0,0.0,0.0,0.0,0,0,0.25,950,NON DETERMINABILE,qwen3-coder-next,False
Q104,rag_bm25,4,gene_to_drug,0.6666666666666666,0.5,0.5714285714285715,0.0,3,2,0.5,845,"IMATINIB, SUNITINIB, AVAPRITINIB",qwen3-coder-next,False
Q104,rag_hybrid,4,gene_to_drug,0.3333333333333333,0.5,0.4,0.0,6,2,0.5,789,"Avapritinib, Sunitinib, Imatinib, Nilotinib, Sorafenib, Ripretinib",qwen3-coder-next,False
Q105,graphrag,4,gene_to_drug,1.0,1.0,1.0,1.0,5,5,1.0,62,"JQ1, TRAMETINIB, SOTRASTAURIN ACETATE, MIRDAMETINIB, SELUMETINIB SULFATE",qwen3-coder-next,False
Q105,rag_dense,4,gene_to_drug,0.3,0.6,0.4,0.0,10,3,0.6,979,"CABOZANTINIB S-MALATE, MIRDAMETINIB, MOFEGILINE, PHENELZINE, PXS-4681A, PXS-4728A, SELUMETINIB, SOTRASTAURIN ACETATE, TIMOLUMAB, VORINOSTAT",qwen3-coder-next,False
Q105,rag_bm25,4,gene_to_drug,0.3571428571428571,1.0,0.5263157894736842,1.0,14,5,1.0,908,"CABOZANTINIB S-MALATE, MIRDAMETINIB, MOFEGILINE, PHENELZINE, PXS-4681A, PXS-4728A, SELUMETINIB, SOTRASTAURIN ACETATE, TIMOLUMAB, VORINOSTAT, TRAMETINIB, JQ1, MIRDAMETINIB, SOTRASTAURIN ACETATE, SELUMETINIB SULFATE, CABOZANTINIB",qwen3-coder-next,False
Q105,rag_hybrid,4,gene_to_drug,0.6666666666666666,0.4,0.5,0.0,3,2,0.8,827,"TRAMETINIB, CABOZANTINIB S-MALATE, JQ1",qwen3-coder-next,False
Q106,graphrag,4,gene_to_drug,1.0,1.0,1.0,1.0,2,2,1.0,30,"IMATINIB, EPIDERMAL GROWTH FACTOR RECEPTOR TYROSINE KINASE INHIBITOR",qwen3-coder-next,False
Q106,rag_dense,4,gene_to_drug,0.5,1.0,0.6666666666666666,1.0,4,2,1.0,955,"DEXAMETHASONE, EPIDERMAL GROWTH FACTOR RECEPTOR TYROSINE KINASE INHIBITOR, IMATINIB, KERACYANIN",qwen3-coder-next,False
Q106,rag_bm25,4,gene_to_drug,0.5,1.0,0.6666666666666666,1.0,4,2,1.0,790,"DEXAMETHASONE, EPIDERMAL GROWTH FACTOR RECEPTOR TYROSINE KINASE INHIBITOR, IMATINIB, KERACYANIN",qwen3-coder-next,False
Q106,rag_hybrid,4,gene_to_drug,0.5,1.0,0.6666666666666666,1.0,4,2,1.0,954,"DEXAMETHASONE, EPIDERMAL GROWTH FACTOR RECEPTOR TYROSINE KINASE INHIBITOR, IMATINIB, KERACYANIN",qwen3-coder-next,False
Q107,graphrag,4,gene_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,12,GEMCITABINE,qwen3-coder-next,False
Q107,rag_dense,4,gene_to_drug,0.0,0.0,0.0,0.0,0,0,0.0,979,NON DETERMINABILE,qwen3-coder-next,False
Q107,rag_bm25,4,gene_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,881,GEMCITABINE,qwen3-coder-next,False
Q107,rag_hybrid,4,gene_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,980,GEMCITABINE,qwen3-coder-next,False
Q108,graphrag,4,gene_to_drug,1.0,1.0,1.0,1.0,2,2,1.0,24,"JQ1, I-BET151",qwen3-coder-next,False
Q108,rag_dense,4,gene_to_drug,0.0,0.0,0.0,0.0,0,0,0.0,961,NON DETERMINABILE,qwen3-coder-next,False
Q108,rag_bm25,4,gene_to_drug,1.0,1.0,1.0,1.0,2,2,1.0,873,"I-BET151, JQ1",qwen3-coder-next,False
Q108,rag_hybrid,4,gene_to_drug,1.0,1.0,1.0,1.0,2,2,1.0,977,"I-BET151, JQ1",qwen3-coder-next,False
Q109,graphrag,4,gene_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,12,PALBOCICLIB,qwen3-coder-next,False
Q109,rag_dense,4,gene_to_drug,0.0,0.0,0.0,0.0,0,0,1.0,977,NON DETERMINABILE,qwen3-coder-next,False
Q109,rag_bm25,4,gene_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,796,PALBOCICLIB,qwen3-coder-next,False
Q109,rag_hybrid,4,gene_to_drug,0.2,1.0,0.3333333333333333,1.0,5,1,1.0,985,"ABEMACICLIB, KYT-0353, PALBOCICLIB, RIBOCICLIB, RONICICLIB, PALBOCICLIB",qwen3-coder-next,False
Q110,graphrag,4,gene_to_drug,1.0,1.0,1.0,1.0,4,4,1.0,50,"CYTARABINE HYDROCHLORIDE,GEMCITABINE,DOXORUBICIN HYDROCHLORIDE,SALINOMYCIN",qwen3-coder-next,False
Q110,rag_dense,4,gene_to_drug,0.6666666666666666,0.5,0.5714285714285715,0.0,3,2,0.5,980,"DOXORUBICIN HYDROCHLORIDE, OXALIPLATIN, SALINOMYCIN",qwen3-coder-next,False
Q110,rag_bm25,4,gene_to_drug,0.8,1.0,0.888888888888889,1.0,5,4,1.0,900,"DOXORUBICIN HYDROCHLORIDE, OXALIPLATIN, SALINOMYCIN, CYTARABINE HYDROCHLORIDE, GEMCITABINE",qwen3-coder-next,False
Q110,rag_hybrid,4,gene_to_drug,1.0,1.0,1.0,1.0,4,4,1.0,970,"DOXORUBICIN HYDROCHLORIDE, SALINOMYCIN, CYTARABINE HYDROCHLORIDE, GEMCITABINE",qwen3-coder-next,False
Q111,graphrag,4,gene_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,12,TRAMETINIB,qwen3-coder-next,False
Q111,rag_dense,4,gene_to_drug,0.3333333333333333,1.0,0.5,1.0,3,1,1.0,983,"DIMETHYL SULFOXIDE, TRAMETINIB DIMETHYL SULFOXIDE, TRETINOIN",qwen3-coder-next,False
Q111,rag_bm25,4,gene_to_drug,0.5,1.0,0.6666666666666666,1.0,2,1,1.0,819,"DIMETHYL SULFOXIDE, TRAMETINIB",qwen3-coder-next,False
Q111,rag_hybrid,4,gene_to_drug,0.3333333333333333,1.0,0.5,1.0,3,1,1.0,984,"TRAMETINIB, DIMETHYL SULFOXIDE, TRETINOIN",qwen3-coder-next,False
Q112,graphrag,4,gene_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,12,GEMCITABINE,qwen3-coder-next,False
Q112,rag_dense,4,gene_to_drug,0.0,0.0,0.0,0.0,16,0,1.0,978,"1,10-PHENANTHROLINE, ALBENDAZOLE, ALPHA-TERTHIENYL, APATORSEN, ARGIPRESSIN, ASCORBIC ACID, BENZENETHIOL, BENZO(K)FLUORANTHENE, BUFOTENINE, CHEMBL:CHEMBL1935538, CHEMBL:CHEMBL2094499, CHEMBL:CHEMBL2332783, CHEMBL:CHEMBL333177, CLOXYQUIN, CRIDANIMOD",qwen3-coder-next,False
Q112,rag_bm25,4,gene_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,823,GEMCITABINE,qwen3-coder-next,False
Q112,rag_hybrid,4,gene_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,991,GEMCITABINE,qwen3-coder-next,False
Q113,graphrag,4,gene_to_drug,1.0,1.0,1.0,1.0,2,2,1.0,25,"TRETINOIN, ARSENIC TRIOXIDE",qwen3-coder-next,False
Q113,rag_dense,4,gene_to_drug,0.0,0.0,0.0,0.0,0,0,0.0,978,NON DETERMINABILE,qwen3-coder-next,False
Q113,rag_bm25,4,gene_to_drug,1.0,1.0,1.0,1.0,2,2,1.0,892,"ARSENIC TRIOXIDE, TRETINOIN",qwen3-coder-next,False
Q113,rag_hybrid,4,gene_to_drug,1.0,1.0,1.0,1.0,2,2,1.0,892,"TRETINOIN, ARSENIC TRIOXIDE",qwen3-coder-next,False
Q114,graphrag,4,gene_to_drug,1.0,1.0,1.0,1.0,2,2,1.0,24,"FULVESTRANT, PACLITAXEL",qwen3-coder-next,False
Q114,rag_dense,4,gene_to_drug,0.0,0.0,0.0,0.0,0,0,0.0,960,NON DETERMINABILE,qwen3-coder-next,False
Q114,rag_bm25,4,gene_to_drug,1.0,1.0,1.0,1.0,2,2,1.0,908,"FULVESTRANT, PACLITAXEL",qwen3-coder-next,False
Q114,rag_hybrid,4,gene_to_drug,1.0,1.0,1.0,1.0,2,2,1.0,978,"FULVESTRANT, PACLITAXEL",qwen3-coder-next,False
Q115,graphrag,4,gene_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,12,IPILIMUMAB,qwen3-coder-next,False
Q115,rag_dense,4,gene_to_drug,0.0,0.0,0.0,0.0,0,0,0.0,985,NON DETERMINABILE,qwen3-coder-next,False
Q115,rag_bm25,4,gene_to_drug,0.3333333333333333,1.0,0.5,1.0,3,1,1.0,871,"INDOLE-3-CARBINOL, INTERFERON GAMMA-1B, IPILIMUMAB",qwen3-coder-next,False
Q115,rag_hybrid,4,gene_to_drug,0.3333333333333333,1.0,0.5,1.0,3,1,1.0,975,"INDOLE-3-CARBINOL, INTERFERON GAMMA-1B, IPILIMUMAB",qwen3-coder-next,False
Q116,graphrag,4,gene_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,12,TAMOXIFEN,qwen3-coder-next,False
Q116,rag_dense,4,gene_to_drug,0.0,0.0,0.0,0.0,0,0,0.0,976,NON DETERMINABILE,qwen3-coder-next,False
Q116,rag_bm25,4,gene_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,835,TAMOXIFEN,qwen3-coder-next,False
Q116,rag_hybrid,4,gene_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,970,TAMOXIFEN,qwen3-coder-next,False
Q117,graphrag,4,gene_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,13,AMRUBICIN HYDROCHLORIDE,qwen3-coder-next,False
Q117,rag_dense,4,gene_to_drug,0.0,0.0,0.0,0.0,0,0,0.0,976,NON DETERMINABILE,qwen3-coder-next,False
Q117,rag_bm25,4,gene_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,828,AMRUBICIN HYDROCHLORIDE,qwen3-coder-next,False
Q117,rag_hybrid,4,gene_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,976,AMRUBICIN HYDROCHLORIDE,qwen3-coder-next,False
Q118,graphrag,4,gene_to_drug,1.0,1.0,1.0,1.0,3,3,1.0,39,"FACT COMPLEX-TARGETING CURAXIN CBL0137, JQ1, PANOBINOSTAT",qwen3-coder-next,False
Q118,rag_dense,4,gene_to_drug,0.0,0.0,0.0,0.0,0,0,0.3333333333333333,973,NON DETERMINABILE,qwen3-coder-next,False
Q118,rag_bm25,4,gene_to_drug,1.0,1.0,1.0,1.0,3,3,1.0,822,"FACT COMPLEX-TARGETING CURAXIN CBL0137, JQ1, PANOBINOSTAT",qwen3-coder-next,False
Q118,rag_hybrid,4,gene_to_drug,1.0,1.0,1.0,1.0,3,3,1.0,953,"FACT COMPLEX-TARGETING CURAXIN CBL0137, JQ1, PANOBINOSTAT",qwen3-coder-next,False
Q119,graphrag,4,gene_to_drug,1.0,1.0,1.0,1.0,6,6,1.0,78,"IPILIMUMAB, NIVOLUMAB, PEMBROLIZUMAB, DOSTARLIMAB, CARBOPLATIN, PACLITAXEL",qwen3-coder-next,False
Q119,rag_dense,4,gene_to_drug,0.0,0.0,0.0,0.0,0,0,0.1666666666666666,956,NON DETERMINABILE,qwen3-coder-next,False
Q119,rag_bm25,4,gene_to_drug,1.0,0.3333333333333333,0.5,0.0,2,2,0.3333333333333333,905,"Pembrolizumab, Dostarlimab",qwen3-coder-next,False
Q119,rag_hybrid,4,gene_to_drug,1.0,0.3333333333333333,0.5,0.0,2,2,0.3333333333333333,962,"Pembrolizumab, Dostarlimab",qwen3-coder-next,False
Q120,graphrag,4,gene_to_drug,1.0,1.0,1.0,1.0,4,4,1.0,51,"EVEROLIMUS, WYE-354, MTOR KINASE INHIBITOR PP242, DACTOLISIB",qwen3-coder-next,False
Q120,rag_dense,4,gene_to_drug,0.0,0.0,0.0,0.0,15,0,0.0,985,"ABEMACICLIB, AT-7519, BSJ-03-123, BSJ-03-204, BSJ-04-132, CDK/CRK INHIBITOR, CIMPUCICLIB, CP-10, CROZBACICLIB, DALPICICLIB, EBVACICLIB, INIXACICLIB, LEROCICLIB, NARAZACICLIB, PACLITAXEL",qwen3-coder-next,False
Q120,rag_bm25,4,gene_to_drug,1.0,1.0,1.0,1.0,4,4,1.0,832,"EVEROLIMUS, DACTOLISIB, MTOR KINASE INHIBITOR PP242, WYE-354",qwen3-coder-next,False
Q120,rag_hybrid,4,gene_to_drug,0.2105263157894736,1.0,0.3478260869565217,1.0,19,4,1.0,965,"ABEMACICLIB, AT-7519, BSJ-03-123, BSJ-03-204, BSJ-04-132, CDK/CRK INHIBITOR, CIMPUCICLIB, CP-10, CROZBACICLIB, DALPICICLIB, EBVACICLIB, INIXACICLIB, LEROCICLIB, NARAZACICLIB, PACLITAXEL, EVEROLIMUS, DACTOLISIB, MTOR KINASE INHIBITOR PP242, WYE-354",qwen3-coder-next,False
Q121,graphrag,4,gene_to_drug,1.0,1.0,1.0,1.0,3,3,1.0,36,"PANITUMUMAB, CETUXIMAB, FLUOROURACIL",qwen3-coder-next,False
Q121,rag_dense,4,gene_to_drug,0.4,0.6666666666666666,0.5,0.0,5,2,0.6666666666666666,974,"CETUXIMAB, FLUOROURACIL, GEMCITABINE, LYSINE, RECOMBINANT TRANSFORMING GROWTH FACTOR",qwen3-coder-next,False
Q121,rag_bm25,4,gene_to_drug,0.5,1.0,0.6666666666666666,1.0,6,3,1.0,838,"CETUXIMAB, FLUOROURACIL, GEMCITABINE, LYSINE, PANITUMUMAB, RECOMBINANT TRANSFORMING GROWTH FACTOR",qwen3-coder-next,False
Q121,rag_hybrid,4,gene_to_drug,0.5,1.0,0.6666666666666666,1.0,6,3,1.0,921,"CETUXIMAB, FLUOROURACIL, GEMCITABINE, LYSINE, RECOMBINANT TRANSFORMING GROWTH FACTOR, PANITUMUMAB",qwen3-coder-next,False
Q122,graphrag,5,gene_evidence_trial_bridge,1.0,1.0,1.0,1.0,5,5,1.0,95,"BOSUTINIB, DASATINIB, IMATINIB, NILOTINIB, PONATINIB",qwen3-coder-next,False
Q122,rag_dense,5,gene_evidence_trial_bridge,0.0,0.0,0.0,0.0,0,0,0.0,944,NON DETERMINABILE,qwen3-coder-next,False
Q122,rag_bm25,5,gene_evidence_trial_bridge,0.5,0.2,0.2857142857142857,0.0,2,1,0.6,901,"DASATINIB, AXITINIB",qwen3-coder-next,False
Q122,rag_hybrid,5,gene_evidence_trial_bridge,1.0,0.2,0.3333333333333333,0.0,1,1,0.4,864,DASATINIB,qwen3-coder-next,False
Q123,graphrag,5,gene_evidence_trial_bridge,1.0,1.0,1.0,1.0,1,1,1.0,19,OLAPARIB,qwen3-coder-next,False
Q123,rag_dense,5,gene_evidence_trial_bridge,0.0,0.0,0.0,0.0,0,0,0.0,930,NON DETERMINABILE,qwen3-coder-next,False
Q123,rag_bm25,5,gene_evidence_trial_bridge,0.25,1.0,0.4,1.0,4,1,1.0,874,"OLAPARIB, TEMOZOLOMIDE, KU-0060648, NU-7441",qwen3-coder-next,False
Q123,rag_hybrid,5,gene_evidence_trial_bridge,0.5,1.0,0.6666666666666666,1.0,2,1,1.0,904,"OLAPARIB, TEMOZOLOMIDE",qwen3-coder-next,False
Q124,graphrag,5,gene_evidence_trial_bridge,1.0,1.0,1.0,1.0,2,2,1.0,38,"CETUXIMAB, PALBOCICLIB",qwen3-coder-next,False
Q124,rag_dense,5,gene_evidence_trial_bridge,0.0,0.0,0.0,0.0,0,0,0.5,939,NON DETERMINABILE,qwen3-coder-next,False
Q124,rag_bm25,5,gene_evidence_trial_bridge,0.5,0.5,0.5,0.0,2,1,0.5,851,"LETROZOLE, PALBOCICLIB",qwen3-coder-next,False
Q124,rag_hybrid,5,gene_evidence_trial_bridge,0.3333333333333333,0.5,0.4,0.0,3,1,0.5,879,"PANITUMUMAB, LETROZOLE, PALBOCICLIB",qwen3-coder-next,False
Q125,graphrag,5,gene_evidence_trial_bridge,1.0,1.0,1.0,1.0,2,2,1.0,39,"DAUNORUBICIN HYDROCHLORIDE, DECITABINE",qwen3-coder-next,False
Q125,rag_dense,5,gene_evidence_trial_bridge,0.0,0.0,0.0,0.0,0,0,0.0,917,NON DETERMINABILE,qwen3-coder-next,False
Q125,rag_bm25,5,gene_evidence_trial_bridge,1.0,0.5,0.6666666666666666,0.0,1,1,0.5,858,DECITABINE,qwen3-coder-next,False
Q125,rag_hybrid,5,gene_evidence_trial_bridge,1.0,0.5,0.6666666666666666,0.0,1,1,0.5,847,DECITABINE,qwen3-coder-next,False
Q126,graphrag,5,gene_evidence_trial_bridge,1.0,1.0,1.0,1.0,1,1,1.0,19,ERDAFITINIB,qwen3-coder-next,False
Q126,rag_dense,5,gene_evidence_trial_bridge,0.0,0.0,0.0,0.0,19,0,1.0,930,"Pemigatinib, FGFR INHIBITOR ASP5878, DEBIO 1347, FGFR INHIBITOR CPL304110, ALDAFERMIN, BOS172722, BRIVANIB, BRIVANIB ALANINATE, DERAZANTINIB, DOVITINIB, EMPESERTIB, AZ3146, AZD-4547, BAY1217389, CP-459632, CYCLOPHOSPHAMIDE ANHYDROUS, COMPOUND 20, COMPOUND 27F, COMPOUND 34H",qwen3-coder-next,False
Q126,rag_bm25,5,gene_evidence_trial_bridge,0.125,1.0,0.2222222222222222,1.0,8,1,1.0,905,"INFIGRATINIB, ERDAFITINIB, FEXAGRATINIB, DOVITINIB, PD173074, CGT4859, FUTIBATINIB, PEMIGATINIB",qwen3-coder-next,False
Q126,rag_hybrid,5,gene_evidence_trial_bridge,0.3333333333333333,1.0,0.5,1.0,3,1,1.0,908,"ERDAFITINIB, INFIGRATINIB, PEMIGATINIB",qwen3-coder-next,False
Q127,graphrag,5,gene_evidence_trial_bridge,1.0,1.0,1.0,1.0,5,5,1.0,95,"IVOSIDENIB, OLAPARIB, TEMOZOLOMIDE, VENETOCLAX, VORASIDENIB",qwen3-coder-next,False
