candidate_id,rule,source_evidence_direction,source_significance,graph_direction,source_support_polarity,source_supported_direction,source_alignment_status,predicate
GCA3-f402714083144f42f4b6f299,gca/3.0/evidence-to-intervention,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,associated_with_sensitivity_to
GCA3-bfa5c8aa3ff70c9d2ef1a163,gca/3.0/evidence-statement,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,has_evidence_statement
GCA3-b04ce1bb589fa4fb021159aa,gca/3.0/evidence-to-intervention,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,associated_with_sensitivity_to
GCA3-53b029cfdc7b58907ba5297a,gca/3.0/evidence-statement,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,has_evidence_statement
GCA3-9e0c5a8245520b9949bc43fe,gca/3.0/evidence-to-intervention,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,associated_with_sensitivity_to
GCA3-b6c2c734a719447e7fe68603,gca/3.0/evidence-statement,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,has_evidence_statement
GCA3-c9fea3f959cae7cbdcb22b09,gca/3.0/evidence-to-intervention,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,associated_with_sensitivity_to
GCA3-96e378b611bceb8d4fc0d300,gca/3.0/evidence-statement,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,has_evidence_statement
GCA3-5f4eaa3e6820dd2fd28cf27d,gca/3.0/evidence-to-intervention,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,associated_with_sensitivity_to
GCA3-6ff88e24bafefc073e4a51e1,gca/3.0/evidence-statement,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,has_evidence_statement
GCA3-7625e657f4ba8e811316b9e5,gca/3.0/evidence-to-intervention,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,associated_with_sensitivity_to
GCA3-f2c052ab97a9868c33730059,gca/3.0/evidence-statement,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,has_evidence_statement
GCA3-76fc651439d6e88005ada7d3,gca/3.0/evidence-to-intervention,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,associated_with_sensitivity_to
GCA3-81939bbdbc56ae79cf49dba2,gca/3.0/evidence-statement,Does Not Support,Sensitivity/Response,SENSITIVITY,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,has_evidence_statement
GCA3-fcbd9c4daeacaa224013bf95,gca/3.0/evidence-to-intervention,Does Not Support,Sensitivity/Response,SENSITIVITY,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,associated_with_sensitivity_to
GCA3-f7203ae6d61eab92e7115897,gca/3.0/evidence-statement,Does Not Support,Sensitivity/Response,SENSITIVITY,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,has_evidence_statement
GCA3-a60dc023793e900972f379c8,gca/3.0/evidence-to-intervention,Does Not Support,Sensitivity/Response,SENSITIVITY,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,associated_with_sensitivity_to
GCA3-aef68f9c218b8af5c09f5c61,gca/3.0/evidence-statement,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,has_evidence_statement
GCA3-4610fa2889565e1630e048f5,gca/3.0/evidence-to-intervention,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,associated_with_sensitivity_to
GCA3-402739f9a1162c935adf74a3,gca/3.0/evidence-statement,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,has_evidence_statement
GCA3-f4fa13f43b222680d53bb56d,gca/3.0/evidence-to-intervention,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,associated_with_resistance_to
GCA3-5e4440e490b7cba38e6c10b0,gca/3.0/evidence-statement,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,has_evidence_statement
GCA3-64e342d6cfd825e0b9df3b8d,gca/3.0/evidence-to-intervention,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,associated_with_sensitivity_to
GCA3-1cef616f191b7ba736c1c2f0,gca/3.0/evidence-statement,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,has_evidence_statement
GCA3-dcdc15450fc3e879050d9303,gca/3.0/evidence-to-intervention,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,associated_with_sensitivity_to
GCA3-f183117a05a861755c41a3bb,gca/3.0/evidence-statement,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,has_evidence_statement
GCA3-125750342e07bdaec124c710,gca/3.0/evidence-statement,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,has_evidence_statement
GCA3-33a5e029b2b66a981c786c4d,gca/3.0/evidence-statement,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,has_evidence_statement
GCA3-6389e527d90c2fbec242f4bf,gca/3.0/evidence-to-intervention,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,associated_with_resistance_to
GCA3-4b0e2572eaaf2df247932cc1,gca/3.0/evidence-statement,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,has_evidence_statement
GCA3-2c5c31705227e4fc425d39e0,gca/3.0/evidence-to-intervention,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,associated_with_resistance_to
GCA3-a6ad97de76bba5f6e77704bb,gca/3.0/evidence-statement,Supports,Better Outcome,BETTER_OUTCOME,SUPPORTS_ASSERTION,BETTER_OUTCOME,SOURCE_ALIGNED,has_evidence_statement
GCA3-aa589f6f84db5416295aa3c6,gca/3.0/evidence-statement,Supports,Positive,POSITIVE,SUPPORTS_ASSERTION,POSITIVE,SOURCE_ALIGNED,has_evidence_statement
GCA3-c6911dafdf815f11af62c407,gca/3.0/evidence-statement,Supports,Positive,POSITIVE,SUPPORTS_ASSERTION,POSITIVE,SOURCE_ALIGNED,has_evidence_statement
GCA3-c15056e41d95a26940a3dd8b,gca/3.0/evidence-statement,Supports,Positive,POSITIVE,SUPPORTS_ASSERTION,POSITIVE,SOURCE_ALIGNED,has_evidence_statement
GCA3-16e4745449c85398adb0961c,gca/3.0/evidence-statement,Supports,Poor Outcome,POOR_OUTCOME,SUPPORTS_ASSERTION,POOR_OUTCOME,SOURCE_ALIGNED,has_evidence_statement
GCA3-09198d95f747b2a31074bb70,gca/3.0/evidence-statement,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,has_evidence_statement
GCA3-9e7e21265584325b025ce0d3,gca/3.0/evidence-to-intervention,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,associated_with_sensitivity_to
GCA3-f3a65615f62cc1b58e671d17,gca/3.0/evidence-statement,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,has_evidence_statement
GCA3-39082a757a7e9144b06e6771,gca/3.0/evidence-to-intervention,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,associated_with_sensitivity_to
GCA3-ca002f18be3fd9528ce5db63,gca/3.0/evidence-statement,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,has_evidence_statement
GCA3-cc892d386e1afab0814ce4a2,gca/3.0/evidence-to-intervention,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,associated_with_sensitivity_to
GCA3-03b8b15cfb85c523ed515970,gca/3.0/evidence-statement,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,has_evidence_statement
GCA3-2e9e9a5bcad0dedd5727b77b,gca/3.0/evidence-to-intervention,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,associated_with_resistance_to
GCA3-6078c870d1bb6a82926e013e,gca/3.0/evidence-statement,Supports,Oncogenicity,ONCOGENICITY,SUPPORTS_ASSERTION,ONCOGENICITY,SOURCE_ALIGNED,has_evidence_statement
GCA3-dcd3e8c2b1da4decf736da8d,gca/3.0/evidence-statement,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,has_evidence_statement
GCA3-e67a5f28a41e037798b4a81f,gca/3.0/evidence-to-intervention,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,associated_with_sensitivity_to
GCA3-284b5d15c6392a0652d7904e,gca/3.0/evidence-statement,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,has_evidence_statement
GCA3-811fb4d1f577d42d2d906670,gca/3.0/evidence-to-intervention,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,associated_with_resistance_to
GCA3-e731b7b497612a5ead251b4f,gca/3.0/evidence-statement,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,has_evidence_statement
GCA3-ae03882d2702d308471ef168,gca/3.0/evidence-statement,Supports,Poor Outcome,POOR_OUTCOME,SUPPORTS_ASSERTION,POOR_OUTCOME,SOURCE_ALIGNED,has_evidence_statement
GCA3-1287be3a560010114caf3599,gca/3.0/evidence-statement,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,has_evidence_statement
GCA3-a069683d60215c9de3481e0e,gca/3.0/evidence-to-intervention,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,associated_with_sensitivity_to
GCA3-fbca61353c110355aa6ccab5,gca/3.0/evidence-statement,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,has_evidence_statement
GCA3-6d46e87e09d308858812153b,gca/3.0/evidence-to-intervention,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,associated_with_sensitivity_to
GCA3-2b42197e3b81674ae8d27892,gca/3.0/evidence-statement,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,has_evidence_statement
GCA3-da6bf3ea094805fae5b06578,gca/3.0/evidence-to-intervention,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,associated_with_sensitivity_to
GCA3-746cb25fb9eac1fe1d27566a,gca/3.0/evidence-statement,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,has_evidence_statement
GCA3-229bc9f04232508a7eb5d082,gca/3.0/evidence-to-intervention,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,associated_with_sensitivity_to
GCA3-e04f253263cf35b2b751a17a,gca/3.0/evidence-statement,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,has_evidence_statement
GCA3-c2910bca5c6076669bf64af3,gca/3.0/evidence-to-intervention,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,associated_with_resistance_to
GCA3-f2142f45ac0e80b04ed70c9b,gca/3.0/evidence-statement,Supports,,UNKNOWN,SUPPORTS_ASSERTION,,SOURCE_NEUTRAL,has_evidence_statement
GCA3-61c4af780845a8b594a931b7,gca/3.0/evidence-statement,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,has_evidence_statement
GCA3-b6e4c641708caf84d9f24141,gca/3.0/evidence-statement,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,has_evidence_statement
GCA3-7cfb55d3bd2972ee2fff8483,gca/3.0/evidence-to-intervention,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,associated_with_sensitivity_to
GCA3-379862ff768d91d80547ef23,gca/3.0/evidence-statement,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,has_evidence_statement
GCA3-96e2254d2f483e5814b8d463,gca/3.0/evidence-to-intervention,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,associated_with_resistance_to
GCA3-9d212cb1d2d0ada4255ea37a,gca/3.0/evidence-statement,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,has_evidence_statement
GCA3-f3920ca59979802117bb66ba,gca/3.0/evidence-to-intervention,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,associated_with_resistance_to
GCA3-b67bdd00224a079e9b45d8d0,gca/3.0/evidence-statement,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,has_evidence_statement
GCA3-dadd75d82021b6e1937372dc,gca/3.0/evidence-to-intervention,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,associated_with_resistance_to
GCA3-522d7cd647fa63e7967fa3cb,gca/3.0/evidence-statement,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,has_evidence_statement
GCA3-dd25487962babbe86f83c8dc,gca/3.0/evidence-to-intervention,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,associated_with_resistance_to
GCA3-85dab5a546ede478f2a1c72b,gca/3.0/evidence-statement,Does Not Support,Sensitivity/Response,SENSITIVITY,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,has_evidence_statement
GCA3-9bba1fa07880426f06e4cba6,gca/3.0/evidence-to-intervention,Does Not Support,Sensitivity/Response,SENSITIVITY,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,associated_with_sensitivity_to
GCA3-af3dd2eeba73e7288ed1da53,gca/3.0/evidence-statement,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,has_evidence_statement
GCA3-25e7ae96be34ebe1af636319,gca/3.0/evidence-to-intervention,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,associated_with_sensitivity_to
GCA3-616f9baa5913a5edaa7793a9,gca/3.0/evidence-statement,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,has_evidence_statement
GCA3-7c39e661513f0adbc212858b,gca/3.0/evidence-to-intervention,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,associated_with_sensitivity_to
GCA3-8dcce30ec98a0a1682bc2e9e,gca/3.0/evidence-statement,Does Not Support,Sensitivity/Response,SENSITIVITY,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,has_evidence_statement
GCA3-b2466077f835fb5d5a015808,gca/3.0/evidence-to-intervention,Does Not Support,Sensitivity/Response,SENSITIVITY,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,associated_with_sensitivity_to
GCA3-6faef15d1f15f2edc7d1fd6c,gca/3.0/evidence-statement,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,has_evidence_statement
GCA3-7797471332d0c1fc1333ac54,gca/3.0/evidence-to-intervention,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,associated_with_resistance_to
GCA3-fb009d6060d24726bbf1872e,gca/3.0/evidence-statement,Supports,Poor Outcome,POOR_OUTCOME,SUPPORTS_ASSERTION,POOR_OUTCOME,SOURCE_ALIGNED,has_evidence_statement
GCA3-e3d1a8cc776b2980f454a018,gca/3.0/evidence-statement,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,has_evidence_statement
GCA3-ae5900dc99a2a594de18dcb4,gca/3.0/evidence-to-intervention,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,associated_with_resistance_to
GCA3-01aa16bf80ed5653d13acd2c,gca/3.0/evidence-statement,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,has_evidence_statement
GCA3-055cfb0cd08b8e24cdc1c573,gca/3.0/evidence-to-intervention,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,associated_with_sensitivity_to
GCA3-c157c304fa55d80e5a00eed2,gca/3.0/evidence-statement,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,has_evidence_statement
GCA3-287d637a99199ba7fef59035,gca/3.0/evidence-to-intervention,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,associated_with_sensitivity_to
GCA3-e6ff4d65ecabb7279aceab06,gca/3.0/evidence-statement,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,has_evidence_statement
GCA3-80a9526439379c17536e7823,gca/3.0/evidence-to-intervention,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,associated_with_sensitivity_to
GCA3-df2c3d2c0f467451e2780d1c,gca/3.0/evidence-statement,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,has_evidence_statement
GCA3-c1f0bb5b9f2a93c987fc3211,gca/3.0/evidence-to-intervention,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,associated_with_sensitivity_to
GCA3-03ef3a80d55dc78aa0f312d3,gca/3.0/evidence-statement,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,has_evidence_statement
GCA3-75c51b2e646cc999d0c5513f,gca/3.0/evidence-to-intervention,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,associated_with_sensitivity_to
GCA3-b4f1a83b86d34bfff10d44d2,gca/3.0/evidence-statement,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,has_evidence_statement
GCA3-bc9293ea9fa1e142a6aa13ea,gca/3.0/evidence-to-intervention,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,associated_with_sensitivity_to
GCA3-5d724d88c026b4f5396f0d48,gca/3.0/evidence-statement,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,has_evidence_statement
GCA3-515536c0b3ddcd8bdecf44c5,gca/3.0/evidence-to-intervention,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,associated_with_resistance_to
GCA3-0185c0fd3d91afc2cbf3c827,gca/3.0/evidence-statement,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,has_evidence_statement
GCA3-fa197107ec560459183b5069,gca/3.0/evidence-to-intervention,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,associated_with_sensitivity_to
GCA3-6313fdf0206c2109c21097ac,gca/3.0/evidence-statement,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,has_evidence_statement
GCA3-68d6322a441604e240e47432,gca/3.0/evidence-to-intervention,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,associated_with_sensitivity_to
GCA3-a632391e98570207959a03bf,gca/3.0/evidence-statement,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,has_evidence_statement
GCA3-7eb2d5045613040d3349085d,gca/3.0/evidence-to-intervention,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,associated_with_resistance_to
GCA3-b905b964fb0bb2862e02a29a,gca/3.0/evidence-statement,Supports,Better Outcome,BETTER_OUTCOME,SUPPORTS_ASSERTION,BETTER_OUTCOME,SOURCE_ALIGNED,has_evidence_statement
GCA3-c118af58f8b7a2d3ce3847e7,gca/3.0/evidence-statement,Supports,Better Outcome,BETTER_OUTCOME,SUPPORTS_ASSERTION,BETTER_OUTCOME,SOURCE_ALIGNED,has_evidence_statement
GCA3-ca9ef4fb2963fe86cfdca5fc,gca/3.0/evidence-statement,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,has_evidence_statement
GCA3-c2a3b05ee62d44fb2ca34ab6,gca/3.0/evidence-statement,Supports,Better Outcome,BETTER_OUTCOME,SUPPORTS_ASSERTION,BETTER_OUTCOME,SOURCE_ALIGNED,has_evidence_statement
GCA3-1364c906c44941862a09c2c1,gca/3.0/evidence-statement,Supports,Poor Outcome,POOR_OUTCOME,SUPPORTS_ASSERTION,POOR_OUTCOME,SOURCE_ALIGNED,has_evidence_statement
GCA3-83f712a33132bcb9a6d484df,gca/3.0/evidence-statement,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,has_evidence_statement
GCA3-757ee0cffb6f25018cbc831d,gca/3.0/evidence-statement,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,has_evidence_statement
GCA3-5ed489a368d16922ebd473fd,gca/3.0/evidence-to-intervention,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,associated_with_resistance_to
GCA3-943040817041962cefd8f43c,gca/3.0/evidence-statement,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,has_evidence_statement
GCA3-2478e09176bd24414b480643,gca/3.0/evidence-to-intervention,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,associated_with_resistance_to
GCA3-f3b13cd5a5a135d342c10692,gca/3.0/evidence-statement,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,has_evidence_statement
GCA3-36e89080105c3a9590c02e40,gca/3.0/evidence-to-intervention,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,associated_with_resistance_to
GCA3-8dc3456f0c77b89a4d5cb6b1,gca/3.0/evidence-statement,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,has_evidence_statement
GCA3-9f6434ecb060f8b843d69c6b,gca/3.0/evidence-statement,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,has_evidence_statement
GCA3-cee70b62aec51a87e85e54dd,gca/3.0/evidence-to-intervention,Supports,Sensitivity/Response,SENSITIVITY,SUPPORTS_ASSERTION,SENSITIVITY,SOURCE_ALIGNED,associated_with_sensitivity_to
GCA3-9186bf13c78adca7993d836d,gca/3.0/evidence-statement,Supports,Poor Outcome,POOR_OUTCOME,SUPPORTS_ASSERTION,POOR_OUTCOME,SOURCE_ALIGNED,has_evidence_statement
GCA3-f79186f1a7f25882d4b03fc1,gca/3.0/evidence-statement,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,has_evidence_statement
GCA3-fe142b01a0042834a4a7b9b2,gca/3.0/evidence-to-intervention,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,associated_with_resistance_to
GCA3-d4e1fe8a17b04bdb06970d10,gca/3.0/evidence-statement,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,has_evidence_statement
GCA3-1767de4f617cd04f930898c0,gca/3.0/evidence-to-intervention,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,associated_with_resistance_to
GCA3-750741349acffe294fedd054,gca/3.0/evidence-statement,Does Not Support,Poor Outcome,POOR_OUTCOME,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,has_evidence_statement
GCA3-2c035870b837f451f6f697df,gca/3.0/evidence-statement,Does Not Support,Resistance,RESISTANCE,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,has_evidence_statement
GCA3-c00ede8be3fe46d386a7a52b,gca/3.0/evidence-to-intervention,Does Not Support,Resistance,RESISTANCE,DOES_NOT_SUPPORT_ASSERTION,,SOURCE_DOES_NOT_SUPPORT,associated_with_resistance_to
GCA3-a8733428a8eed501e6cb72f1,gca/3.0/evidence-statement,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,has_evidence_statement
GCA3-b1229176eca333c65c2672cc,gca/3.0/evidence-to-intervention,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,associated_with_resistance_to
GCA3-d831d7cb7e7157c833287542,gca/3.0/evidence-statement,Supports,Resistance,RESISTANCE,SUPPORTS_ASSERTION,RESISTANCE,SOURCE_ALIGNED,has_evidence_statement
